ARTIST,SONG
"Abdul, Paula",Cold Hearted
"Abdul, Paula",Crazy Cool
"Abdul, Paula",Crazy Cool (Vocal)
"Abdul, Paula",Forever Your Girl
"Abdul, Paula",Forever Your Girl (Vocal)
"Abdul, Paula",Knocked Out
"Abdul, Paula",Next To You
"Abdul, Paula",Opposites Attract
"Abdul, Paula",Rush Rush
"Abdul, Paula",State Of Attraction
"Abdul, Paula",Straight Up
"Abdul, Paula",Vibeology
"Abdul, Paula",Will You Marry Me
"Abdul, Paula Wvocal",Forever Your Girl
"Abelardo, N.",Kung Hindi Man
"Abelardo, N.",Pahiwatig
"Abelardo, N. , D.A. Rosario",Mutya Ng Pasig
"Abelgas, Larry   Mil Villareal",Veronica
Above & Beyond The Call Of Love,"Owens, Buck"
"Abraham, Andy",Hang Up
ABS,Give Me What You Got
ABS,Stop Sign
Abs,7 Ways
Abs,Give Me What You Got
Abs,Little Miss Perfect
Absolutely (Story Of A Girl),Nine Days
AC DC,Stiff Upper Lip
Ac;Dc,Moneytalks
Aca Entre Nos,Vicente Fernandez
Acariciame,Limite
Accept,Balls To The Wall
Accidentally In Love,Counting Crows
According To You,Orianthi
ACDC,Back In Black
ACDC,Back In Black (Punk Mix)
ACDC,Big Balls
ACDC,Big Gun
ACDC,Big Gun (Vocal)
ACDC,Dirty Deeds Done Dirt Cheap
ACDC,For Those About To Rock We Salute You
ACDC,Girls Got Rhythm
ACDC,Hard As A Rock
ACDC,Have A Drink On Me
ACDC,Hello Hello
ACDC,Hells Bells
ACDC,High Voltage
ACDC,Highway To Hell
ACDC,It’s A Long Way To The Top
ACDC,It's A Long Way To The Top
ACDC,Jailbreak
ACDC,Let There Be Rock
ACDC,Long Way To The Top
ACDC,Meltdown
ACDC,Moneytalks
ACDC,Problem Child
ACDC,Ride On
ACDC,Rock & Roll Ain't Noise Pollution
ACDC,Rock 'N Roll Train
ACDC,Safe In New York City
ACDC,Shoot To Thrill
ACDC,Sin City
ACDC,Sink The Pink
ACDC,Stiff Upper Lip
ACDC,TNT
ACDC,Thunderstruck
ACDC,Who Made Who
ACDC,Whole Lotta Rosie
ACDC,You Shook Me All Night Long 
ACDC,You Shook Me All Night Long
AcDc,Back In Black
AcDc,Big Balls
AcDc,Dirty Deeds Done Dirt Cheap
AcDc,For Those About To Rock We Salute You
AcDc,Girls Got Rhythm
AcDc,Have A Drink On Me
AcDc,Highway To Hell
AcDc,Ride On
AcDc,Rock 'n Roll Ain't Noise Pollution
AcDc,Safe In New York City
AcDc,Sin City
AcDc,Sink The Pink
AcDc,Stiff Upper Lip
AcDc,Tnt
AcDc,Who Made Who
AcDc,Whole Lotta Rosie
AcDc,You Shook Me All Night Long
Acdc,Back In Black
Acdc,Back In Black (Punk Mix)
Acdc,Big Gun
Acdc,Dirty Deeds Done Dirt Cheap
Acdc,For Those About To Rock
Acdc,For Those About To Rock (We Salute You)
Acdc,Girls Got Rhythm
Acdc,Hello Hello
Acdc,Hells Bells
Acdc,High Voltage
Acdc,Highway To Hell
Acdc,Jailbreak
Acdc,Let There Be Rock
Acdc,Money Talks
Acdc,Safe In New York City
Acdc,Shoot To Thrill
Acdc,Stiff Upper Lip
Acdc,Thunderstruck
Acdc,Who Made Who
Acdc,Whole Lotta Rosie
Acdc,You Shook Me All Night Long
AC-DC,It's A Long Way To The Top
AC-DC,Long Way To The Top
AC-DC,Problem Child
AC-DC,Stiff Upper Lip
Ac-Dc,Big Gun
Ac-Dc,Highway To Hell
Ace,How Long
Ace Hood & Trey Songz,Ride
Ace Hood & Trey Songz,Ride (Vocal)
Ace Hood & Trey Songz W-Vocal,Ride
Ace Hood And Trey Songz,Ride
Ace Of Base,"Sign, The (Vocal)"
Ace Of Base,"Sign, The"
Ace Of Base,All That She Wants
Ace Of Base,All That She Wants (Vocal)
Ace Of Base,Always Have Always Will
Ace Of Base,Angel Of Harlem
Ace Of Base,Beautifil Life
Ace Of Base,Beautiful Life
Ace Of Base,Cruel Summer
Ace Of Base,Cruel Summer (Vocal)
Ace Of Base,Don’t Turn Around
Ace Of Base,Don't Turn Around
Ace Of Base,Don't Turn Around (Vocal)
Ace Of Base,Every Time It Rains
Ace Of Base,Life Is A Flower
Ace Of Base,Living In Danger
Ace Of Base,Living In Danger (Vocal)
Ace Of Base,Lucky Love
Ace Of Base,Never Gonna Say I'm So Sorry
Ace Of Base,Sign
Ace Of Base,Sign (Vocal)
Ace Of Base,The Sign
Ace Of Base,Wheel Of Fortune
Ace Of Base,Whenever You're Near Me
Ace Of Base Wvocal,"Sign, The"
Ace Of Base Wvocal,All That She Wants
Ace Of Base Wvocal,Don't Turn Around
Ace Of Base Wvocal,Living In Danger
Ace Of Spades,Motorhead
"Ace, Johnny",Pledging My Love
"Ace, Johnny",Pledging My Love (Vocal)
Aces,"Bogguss, Suzy"
Achy Breaky Heart,"Cyrus, Billy Ray"
Action Man,Hafdis Huld
"Acuff, Roy","Great Speckled Bird, The"
"Acuff, Roy",Wabash Cannon Ball
"Acuff, Roy",Wabash Cannonball
"Acuff, Roy",Wreck On The Highway
"Acuff, Roy & The Nitty Gritty Dirt Band",Wreck On The Highway
"Acuff, Roy & The Nitty Gritty Dirt Band",Wreck On The Highway
Ad Libs,"Boy From New York City, The"
Ad Libs,Boy From New York City
"Ad Libs, The","Boy From New York City, The"
"Ad Libs, The",Boy From New York City
"Ad Libs, The",Boy From New York City (Vocal)
"Adair, Tina",How Many Roads
"Adair , Tina",How Many Roads
Adam & The Ants,Ant Music
Adam & The Ants,Prince Charming
Adam & The Ants,Stand & Deliver
Adam & The Ants,Stand & Deliver (Vocal)
"Adam And Ants, The",Stand And Deliver
Adam And The Ants,Stand And Deliver
Adam Ant,Ant Music
Adam Ant,Desperate But Not Serious
Adam Ant,Goody Two Shoes
Adam Ant,Prince Charming
Adam Ant,Stand And Deliver
Adam Ant,Strip
Adam Ant,Wonderful
Adam Brand,Ready For Love
Adam Faith,The Time Has Come
Adam Gregory,Crazy Days
Adam Harvey,Better Than This
Adam Lambert,A Loaded Smile
Adam Lambert,Better Than I Know Myself
Adam Lambert,If I Had You
Adam Lambert,Never Close Our Eyes
Adam Lambert,Whataya Want From Me
Adam Sandler,The Chanukah Song
"Adam, Gregory",Crazy Days
"Adama, Bryan Barbra Streisand",I Finally Found Someone
Adamo,Ella
Adamo,Mi Gran Noche
Adamo,Mis Manos En Tu Cintura
Adamo,Porque Yo Quiero
Adamo,Tu Nombre
Adamo,Un Mechon De Tu Cabello
"Adamo, Salvatore",Mauvais Garcon
"Adamo, Salvatore",San Toi Mamie
"Adamo, Salvatore",Tombe La Neige
Adams & Streisand,I Finally Found Someone
Adams & Turner,It's Only Love
"Adams, B. & Sting & R. Stewart",All For Love
"Adams, B., Sting & R. Stewart",All For Love
"Adams, Brian",Everything I Do
"Adams, Bryan","Best Of Me, The"
"Adams, Bryan","Best Of Me, The1"
"Adams, Bryan","Everything I Do, I Do It For You (Vocal)"
"Adams, Bryan","Everything I Do, I Do It For You"
"Adams, Bryan","Give, Don't Up"
"Adams, Bryan","Only Thing That Looks Good On Me Is You, The"
"Adams, Bryan","Only Thing That Looks Good On Me, The"
"Adams, Bryan","Only Thing That Looks Good On You Is Me, The"
"Adams, Bryan",18 'til I Die
"Adams, Bryan",18 Til I Die
"Adams, Bryan",All For Love
"Adams, Bryan",All For Love (Vocal)
"Adams, Bryan",Back To You
"Adams, Bryan",Best Of Me
"Adams, Bryan",Can’t Stop This Thing We Started
"Adams, Bryan",Can't Stop This Feeling We've Started
"Adams, Bryan",Can't Stop This Thing We Started
"Adams, Bryan",Can't Stop This Thing We Started (Vocal)
"Adams, Bryan",Cant Stop This Thing We Started
"Adams, Bryan",Cloud No 9
"Adams, Bryan",Cloud No. 9
"Adams, Bryan",Cloud No.9
"Adams, Bryan",Cuts Like A Knife
"Adams, Bryan",Do I Have To Say The Words
"Adams, Bryan",Do I Have To Say The Words (Vocal)
"Adams, Bryan",Everything I Do
"Adams, Bryan",Everything I Do (I Do It For You)
"Adams, Bryan",Everything I Do (I Do It For You) (Vocal)
"Adams, Bryan",Everything I Do I Do For You
"Adams, Bryan",Everything I Do I Do It For You
"Adams, Bryan",Everything I Do I Do It For You (Vocal)
"Adams, Bryan",Flying
"Adams, Bryan",Have You Ever Really Loved A Woman
"Adams, Bryan",Heat Of The Night
"Adams, Bryan",Heaven
"Adams, Bryan",Here I Am
"Adams, Bryan",I Do It For You
"Adams, Bryan",I Do It For You (Everything I Do)
"Adams, Bryan",I Do It For You Everything I Do
"Adams, Bryan",I Thought I'd Seen Everything
"Adams, Bryan",I'll Always Be Right There
"Adams, Bryan",I'll Always Be Right There (Vocal)
"Adams, Bryan",Inside Out
"Adams, Bryan",It's Only Love
"Adams, Bryan",Kids Wanna Rock
"Adams, Bryan",Let's Make A Night To Remember
"Adams, Bryan",On A Day Like Today
"Adams, Bryan",Only Thing That Looks Good On Me I
"Adams, Bryan",Please Forgive Me
"Adams, Bryan",Please Forgive Me (Vocal)
"Adams, Bryan",Run Run Rudolph 
"Adams, Bryan",Run Run Rudolph
"Adams, Bryan",Run To You
"Adams, Bryan",Somebody
"Adams, Bryan",Star
"Adams, Bryan",Straight From The Heart
"Adams, Bryan",Summer Of '69 
"Adams, Bryan",Summer Of '69
"Adams, Bryan",Summer Of '69 (Acoustic)
"Adams, Bryan",Summer Of '69 (Vocal)
"Adams, Bryan",Summer Of Sixty Nine
"Adams, Bryan",The Best Of Me
"Adams, Bryan",The Best Of Me (Vocal)
"Adams, Bryan",There Will Never Be Another Tonight
"Adams, Bryan",This Time
"Adams, Bryan",Thought I'd Died & Gone To Heaven
"Adams, Bryan",Thought I'd Died And Gone To Heaven
"Adams, Bryan",Thought I'd Died And Gone To Heaven (Vocal)
"Adams, Bryan",When You Love Someone
"Adams, Bryan",Why Do You Have To Be So Hard To Love
"Adams, Bryan & Barbra Streisand",I Finally Foun
"Adams, Bryan & Barbra Streisand",I Finally Found Someone
"Adams, Bryan & Melanie C.",When You're Gone
"Adams, Bryan & Rod Stewart",All For Love
"Adams, Bryan & Rod Stewart",Do I Have To Say The Words
"Adams, Bryan & Rod Stewart",I Finally Found Someone
"Adams, Bryan & Rod Stewart",I'll Always Be Right There
"Adams, Bryan & Rod Stewart",If We Fall In Love Tonight
"Adams, Bryan & Rod Stewart",Please Forgive Me
"Adams, Bryan & Rod Stewart",Reason To Believe
"Adams, Bryan & Rod Stewart & Sting",All For Love
"Adams, Bryan & Rod Stewart & Sting",All For Love (Vocal)
"Adams, Bryan & Sting & Rod Stewart",All For Love
"Adams, Bryan & Streisand, Barbra",I Finally Found Someone
"Adams, Bryan & Tina Turner",It's Only Love
"Adams, Bryan With Mel C",When Your'e Gone
"Adams, Bryan, Sting & R. Stewart",All For Love
"Adams, Bryan, Sting & Rod Stewart",All For Love
"Adams, Faye",Shake A Hand
"ADAMS, OLETA",GET HERE
"Adams, Oleta","Day I Stop Loving You, The"
"Adams, Oleta",Circle Of One
"Adams, Oleta",Embraceable You
"Adams, Oleta",Get Here
"Adams, Oleta",Get Here (Vocal)
"Adams, Oleta",Get Here If You Can
"Adams, Oleta",Holy Is The Lamb
"Adams, Oleta",Holy Is The Lamb (Vocal)
"Adams, Oleta",I Knew You When
"Adams, Oleta",I Knew You When (Vocal)
"Adams, Oleta",If This Love Should End
"Adams, Oleta",If This Love Should End (Vocal)
"Adams, Oleta",Life Keeps Movin' On
"Adams, Oleta",Life Keeps Movin' On (Vocal)
"Adams, Oleta",Never Knew Love
"Adams, Oleta",Never Knew Love (Vocal)
"Adams, Oleta",Rhythm Of Life
"Adams, Oleta",Rhythm Of Life (Vocal)
"Adams, Oleta",Slow Motion
"Adams, Oleta",Slow Motion (Vocal)
"Adams, Oleta",We Will Meet Again
"Adams, Oleta",We Will Meet Again (Vocal)
"Adams, Ryan","New York, New York"
"Adams, Ryan",Answering Bell
"Adams, Ryan",Dirty Rain
"Adams, Ryan",Everybody Knows
"Adams, Ryan",Lucky Now
"Adams, Ryan",New York New York
"Adams, Ryan",So Alive
"Adams, Ryan",Two
"Adams, Ryan",Two (Vocal)
"Adams, Ryan Wvocal",Everybody Knows
"Adams, Sara",Three Chords & The Truth
"Adams, Sara",Three Chords And The Truth
"Adams, Yolanda","Battle Is The Lord's, The"
"Adams, Yolanda","Battle Is The Lords, The (Vocal)"
"Adams, Yolanda","Battle Is The Lords, The"
"Adams, Yolanda","Good Shepherd, The"
"Adams, Yolanda","Only Way, The"
"Adams, Yolanda",Be Still
"Adams, Yolanda",Even Me
"Adams, Yolanda",Fragile Heart
"Adams, Yolanda",Fragile Heart (Vocal)
"Adams, Yolanda",Gotta Have Love
"Adams, Yolanda",Have Yourself A Merry Little Christmas
"Adams, Yolanda",Have Yourself A Merry Little Christmas (Vocal)
"Adams, Yolanda",In The Midst Of It All
"Adams, Yolanda",Is Your All On The Altar
"Adams, Yolanda",Just A Prayer Away
"Adams, Yolanda",Let Us Worship Him
"Adams, Yolanda",Let Us Worship Him (Vocal)
"Adams, Yolanda",More Than A Melody
"Adams, Yolanda",Never Give Up
"Adams, Yolanda",Only Believe
"Adams, Yolanda",Open My Heart
"Adams, Yolanda",Open My Heart (Vocal)
"Adams, Yolanda",Save The World
"Adams, Yolanda",Still I Rise
"Adams, Yolanda",Through The Storm
"Adams, Yolanda",Through The Storm (Vocal)
"Adams, Yolanda",What About The Children
"Adams, Yolanda",Yeah
"Adams, Yolanda",Yeah (Vocal)
"Adams, Yolanda",You Know What I Know
"ADAMS,BRYAN",All That She Wants
"ADAMS,BRYAN",Everything I Do I Do It For You
"ADAMS,OLETA",Get Here
"ADAMS,OLETA",Wanna Be
"Adams,Yolanda",Someone Watching Over You
Adamski,Killer
Addicted,Enrique
Addicted,Saving Abel
Addicted,Saving Abel Wvocal
Addicted To Love,"Palmer, Robert"
"Addotta, Kip",Wet Dream
Adele,Chasing Pavements
Adele,Chasing Pavements (Vocal)
Adele,Cold Shoulder
Adele,Cold Shoulder (Vocal)
Adele,Daydreamer
Adele,Daydreamer (Vocal)
Adele,Don't You Remember
Adele,Fool That I Am
Adele,Fool That I Am (Vocal)
Adele,Hometown Glory
Adele,Hometown Glory (Vocal)
Adele,I Can't Make You Love Me
Adele,I'll Be Waiting
Adele,Lovesong
Adele,Make You Feel My Love
Adele,Make You Feel My Love (Vocal)
Adele,One & Only
Adele,One And Only
Adele,Promise This
Adele,Right As Rain
Adele,Right As Rain (Vocal)
Adele,Rolling In The Deep
Adele,Rumor Has It
Adele,Rumour Has It
Adele,Set Fire To The Rain
Adele,Skyfall
Adele,Someone Like You
Adele,Turning Tables
Adele,When We Were Young
Adele Wvocal,Chasing Pavements
Adele Wvocal,Right As Rain
"Adelita, La","Negrete, Jorge"
Adelle,Chasing Pavements
Adema,"Way You Like It, The"
Adema,Freaking Out 
Adema,Giving In
Adema,Promises
Adema,Promises (Vocal)
Adema,The Way You Like It
Adema,Unstable
Adema,Unstable (Vocal)
Adios Mi Chaparrita,"Algara, Alejandro"
"Adkins, Mike",God Gave Me You
"Adkins, Mike",God Gave Me You (Vocal)
"Adkins, Trace","Rest Of Mine, The"
"Adkins, Trace",Ala Freakin' Bama
"Adkins, Trace",Ala-Freakin-Bama
"Adkins, Trace",All I Ask For Anymore
"Adkins, Trace",Arlington
"Adkins, Trace",Arlington (Vocal)
"Adkins, Trace",Big Time
"Adkins, Trace",Big Time (Vocal)
"Adkins, Trace",Chrome
"Adkins, Trace",Chrome (Vocal)
"Adkins, Trace",Cowboy's Back In Town
"Adkins, Trace",Don't Lie
"Adkins, Trace",Don't Lie (Vocal)
"Adkins, Trace",Every Light In The House Is On
"Adkins, Trace",Every Light In The House Is On (Vocal)
"Adkins, Trace",Help Me Understand 
"Adkins, Trace",Help Me Understand
"Adkins, Trace",Help Me Understand (Vocal)
"Adkins, Trace",Help Me Understand W-Vocal
"Adkins, Trace",Honky Tonk Badonkadonk
"Adkins, Trace",Honky Tonk Badonkadonk (Vocal)
"Adkins, Trace",Hot Mama
"Adkins, Trace",Hot Mama (Vocal)
"Adkins, Trace",I’m Gonna Love You Anyway
"Adkins, Trace",I Got My Game On
"Adkins, Trace",I Left Something Turned On
"Adkins, Trace",I Left Something Turned On At Home
"Adkins, Trace",I Wanna Feel Something
"Adkins, Trace",I'm Gonna Love You Anyway
"Adkins, Trace",I'm Gonna Love You Anyway (Vocal)
"Adkins, Trace",I'm Tryin (Vocal)
"Adkins, Trace",I'm Tryin'
"Adkins, Trace",I'm Tryin' (Vocal)
"Adkins, Trace",Ladies Love Country Boys
"Adkins, Trace",Ladies Love Country Boys (Vocal)
"Adkins, Trace",Lonely Won't Leave Me Alone
"Adkins, Trace",Marry For Money
"Adkins, Trace",Marry For Money (Vocal)
"Adkins, Trace",More
"Adkins, Trace",More (Vocal)
"Adkins, Trace",Muddy Water
"Adkins, Trace",Muddy Water (Vocal)
"Adkins, Trace",Rough & Ready
"Adkins, Trace",Rough & Ready (Vocal)
"Adkins, Trace",Rough And Ready
"Adkins, Trace",Rought And Ready
"Adkins, Trace",Somgs About Me
"Adkins, Trace",Songs About Me
"Adkins, Trace",Songs About Me (Vocal)
"Adkins, Trace",Swing
"Adkins, Trace",Swing (Vocal)
"Adkins, Trace",Then They Do
"Adkins, Trace",Then They Do (Vocal)
"Adkins, Trace",Then They Do W-Vocal
"Adkins, Trace",There's A Girl In Texas
"Adkins, Trace",This Ain’t No Thinkin’ Thing
"Adkins, Trace",This Ain't No Love Song
"Adkins, Trace",This Ain't No Love Song (Vocal)
"Adkins, Trace",This Ain't No Thinkin' Thing
"Adkins, Trace",Til The Last Shot's Fired
"Adkins, Trace",Till The Last Shot's Fired
"Adkins, Trace",Time Is Everything
"Adkins, Trace",You're Gonna Miss This
"Adkins, Trace Vocal",Muddy Water
"Adkins, Trace Wvocal",I Wanna Feel Something
"Adkins, Trace Wvocal",Ladies Love Country Boys
"Adkins, Trace Wvocal",Marry For Money
"Adkins, Trace Wvocal",More
"Adkins, Trace Wvocal",Muddy Water
"Adkins, Trace Wvocal",You're Gonna Miss This
"ADKINS,TRACE",ARLINGTON
"ADKINS,TRACE",THEN THEY DO
"Adkins,Trace",Honky Tonk Badonkadonk
Adolescentes,Persona Ideal
Adriana,Headstrong
ADULT,Doughnut Song
ADULT,Need Bone Again Naturally
ADULT,Puff The Magic Tampon
ADULT,Teddy Bear
ADULT LYRICS,Ain't No Pussy When She's Gone
ADULT LYRICS,Stuck In The Middle Of Who
Adult Lyrics,Are You Lonesome Tonight
Adult Lyrics,I Did You Babe
Adult Lyrics,Summer Nights
Adult Lyrics,Summer Nights Triminator
Adult Lyrics,With Legs Wide Open
Adult Lyrics,You're The One That I Want
Adventures Of Stevie B,Dirty Cash
Aegis,Araw Araw Na Lang
Aegis,Asul
Aegis,Awit At Pag-Ibig
Aegis,Babae Sa Bintana
Aegis,Do You Want Me
Aegis,Gumising Na Tayo
Aegis,Ilog
Aegis,Maniwala Ka
Aegis,Mary Jane
Aegis,Munting Pangarap
Aegis,Pader
Aegis,Pagmamahal
Aegis,Palad
Aegis,Para Kay Aileen
Aegis,Rockin' In The Cities
Aegis,Sundot
Aegis,To Be With You
Aegis,Torete
Aegis,Yun Na
Aerials,System Of A Down
AEROSMITH,I DON'T WANNA MISS A THING
AEROSMITH,JADED
AEROSMITH,JANIES GOT A GUN
AEROSMITH,LOVE IN AN ELEVATOR
Aerosmith,"Baby, Please Don’t Go"
Aerosmith,"Baby, Please Don't Go"
Aerosmith,"Other Side, The"
Aerosmith,Amazing
Aerosmith,Angel
Aerosmith,Angel (Vocal)
Aerosmith,Angel's Eye
Aerosmith,Baby Please Don't Go
Aerosmith,Baby Please Don't Go (Vocal)
Aerosmith,Baby Please Dont Go
Aerosmith,Back In The Saddle
Aerosmith,Big 10 Inch Record
Aerosmith,Big Ten Inch Record
Aerosmith,Crazy
Aerosmith,Cryin'
Aerosmith,Draw The Line
Aerosmith,Dream On
Aerosmith,Dude
Aerosmith,Dude (Looks Like A Lady)
Aerosmith,Dude Looks Like A Lady
Aerosmith,Dueces Are Wild
Aerosmith,Eat The Rich
Aerosmith,Eat The Rich (Vocal)
Aerosmith,Falling In  Love
Aerosmith,Falling In Love
Aerosmith,Falling In Love (Is Hard On The Knees)
Aerosmith,Falling In Love Is Hard On The Knees
Aerosmith,Fly Away From Here
Aerosmith,Girls Of Summer
Aerosmith,Hole In My Soul
Aerosmith,I Didn't Want To Miss A Thing
Aerosmith,I Don’t Want To Miss A Thing
Aerosmith,I Don''t Want To Miss A Thing
Aerosmith,I Don't Want To Miss A Thing
Aerosmith,I Don't Want To Miss A Thing (Vocal)
Aerosmith,I Dont Want To Miss A Thing
Aerosmith,It's Amazing
Aerosmith,Jaded
Aerosmith,Janie's Got A Gun
Aerosmith,Just Push Play
Aerosmith,Just Push Play (Clean)
Aerosmith,Last Child
Aerosmith,Livin' On The Edge
Aerosmith,Livin' On The Edge (Vocal)
Aerosmith,Living On The Edge
Aerosmith,Love In An Elevator
Aerosmith,Luv Lies
Aerosmith,Mama Kin
Aerosmith,Pandora's Box
Aerosmith,Pink
Aerosmith,Rag Doll
Aerosmith,Same Old Song  And Dance
Aerosmith,Same Old Song & Dance
Aerosmith,Same Old Song And Dance
Aerosmith,Sunshine
Aerosmith,Sweet Emotion
Aerosmith,Theme From Spiderman
Aerosmith,Toys In The Attic
Aerosmith,Train Kept A Rollin¹
Aerosmith,Train Kept A Rollin'
Aerosmith,Train Kept A Rolling
Aerosmith,Walk This Way
Aerosmith,Walk This Way (Vocal)
Aerosmith,What It Takes
Aerosmith,What Kind Of Love Are You On
Aerosmith & Run DMC,Walk This Way
Aerosmith & Run Dmc,Walk This Way
Afewgoodmen,Have I Never
AFI,"Leaving Song (Pt 2), The"
AFI,Girl's Not Grey
AFI,Leaving Song (Pt. 2)
AFI,Leaving Song (Pt. 2) (Vocal)
AFI,Love Like Winter
AFI,Love Like Winter (Vocal)
AFI,Miss Murder
AFI,Miss Murder (CD Version)
AFI,Miss Murder (Pop Radio Mix)
AFI,Silver & Cold
AFI,Silver & Cold (Vocal)
Afi,"Leaving Song (Pt. 2), The"
Afi,Girl's Not Grey
Afi,Girls Not Grey
Afi,Leaving Song (Pt 2)
Afi,Love Like Winter
Afi,Miss Murde
Afi,Miss Murder
Afi,Miss Murder (Cd Version)
Afi,Miss Murder (Pop Radio Mix)
Afi,Silver & Cold
Afi,Silver And Cold
Africa,Hold The Line
Africa,Toto
"Africa, King",Cachete Pechito Y Ombligo
"Africk, Michael",My Heart Belongs To You
Afro-Celt & Peter Gabriel,When You're Falling
Afro-Celt And Peter Gabriel,When Youre Falling
Afrojack & Eva Simons,Take Over Control
Afrojack & Eva Simons,Takeover Control
Afrojack Feat. Spree Wilson,The Spark
Afrojack Ft. Spree Wilson,The Spark
Afrojack Pitbull Ft Ne-Yo & Nayer,Give Me Everything (Tonight)
Afroman,Because I Got High
Afroman,Colt 45
Afroman,Crazy Rap
Afroman Custm Track,Because I Got High
After 7,Can't Stop
After 7,How Do You Tell The One
After 7,Kickin' It
After 7,Ready Or Not
After 7,Til You Do Me Right
After All,"Cetera, Peter & Cher"
After The Fire,Der Kommissar
After The Fire,Der Kommissar (Vocal)
